timestamp,total,prod_1,prod_2,prod_3,prod_4
2025-10-07T13:39:27.779977+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-07T13:53:06.566550+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-07T14:04:28.828682+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-07T14:32:16.611549+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-07T14:50:14.077864+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-07T15:00:34.142910+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-07T15:30:28.472904+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-07T15:46:59.792365+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-07T15:56:36.322456+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-07T16:19:34.696334+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-07T16:45:47.697494+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-07T16:58:48.440035+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-07T17:18:09.704829+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-07T17:37:13.984505+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-07T17:47:03.169894+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-07T17:57:22.756103+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-07T18:28:22.687269+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-07T18:52:30.672422+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-07T19:01:21.701983+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-07T19:24:45.389156+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-07T19:35:02.656185+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-07T19:46:29.369848+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-07T19:54:55.800396+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-07T20:15:38.993767+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-07T20:37:17.455741+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-07T20:53:10.356247+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-07T20:58:44.803061+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-07T21:20:00.110439+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-07T21:32:09.570035+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-07T21:44:55.073283+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-07T21:55:31.922868+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-07T22:14:08.423930+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-07T22:33:18.885765+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-07T22:45:01.533570+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-07T22:57:09.840089+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-07T23:16:11.331834+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-07T23:30:24.936113+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-07T23:41:58.724208+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-07T23:52:42.849848+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-08T00:03:29.778326+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-08T02:00:30.209103+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-08T03:03:39.640274+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-08T03:38:20.988895+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-08T03:53:13.663009+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-08T04:04:54.015661+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-08T04:35:01.313351+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-08T04:49:21.042264+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-08T05:01:22.250012+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-08T05:25:37.644621+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-08T05:41:35.217180+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-08T05:52:58.786561+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-08T06:02:08.527048+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-08T06:43:06.576245+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-08T06:56:25.652647+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-08T07:18:50.106198+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-08T07:34:49.185284+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-08T07:47:25.270878+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-08T07:56:31.086088+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-08T08:24:39.184618+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-08T08:46:04.469135+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-08T08:59:28.583477+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-08T09:27:14.487357+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-08T09:43:00.604853+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-08T09:54:25.014948+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-08T10:03:44.551061+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-08T10:32:33.041794+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-08T10:48:06.111203+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-08T10:59:50.328356+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-08T11:21:05.965216+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-08T11:31:58.445415+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-08T11:45:27.968201+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-08T11:54:55.736304+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-08T12:26:56.761826+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-08T13:07:26.887028+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-08T13:40:16.682935+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-08T13:55:23.744659+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-08T14:06:01.569014+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-08T14:35:22.865165+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-08T14:50:44.437821+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-08T15:03:17.829189+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-08T15:32:39.206155+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-08T15:48:09.691628+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-08T15:58:12.039721+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-08T16:23:17.466231+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-08T16:47:34.389969+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-08T16:59:37.180142+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-08T17:26:33.196272+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-08T17:37:32.359240+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-08T17:48:41.317117+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-08T17:58:12.727973+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-08T18:33:36.857224+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-08T18:54:10.405337+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-08T19:11:02.214311+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-08T19:27:05.184092+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-08T19:40:48.113805+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-08T19:52:47.265442+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-08T20:01:48.152242+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-08T20:30:02.890422+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-08T20:44:21.273459+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-08T20:54:33.080822+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-08T21:06:37.164477+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-08T21:29:12.010130+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-08T21:38:57.862781+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-08T21:50:51.352329+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-08T21:59:21.525669+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-08T22:24:26.778321+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-08T22:39:27.584821+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-08T22:50:09.434578+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-08T23:01:35.763135+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-08T23:25:29.582911+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-08T23:34:36.662122+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-08T23:44:27.759770+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-08T23:57:06.258589+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-09T01:01:27.867893+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-09T02:26:56.989776+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-09T03:17:21.430752+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-09T03:48:05.962615+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-09T03:59:21.782111+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-09T04:25:26.475452+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-09T04:44:45.268116+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-09T04:55:42.378397+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-09T05:16:12.865166+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-09T05:35:21.580665+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-09T05:49:47.139343+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-09T05:59:27.327285+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-09T06:32:37.055185+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-09T06:55:52.205286+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-09T07:13:29.199501+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-09T07:32:51.762712+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-09T07:45:21.869272+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-09T07:54:49.982974+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-09T08:18:41.881577+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-09T08:44:45.911064+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-09T09:00:26.688925+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-09T09:25:46.555105+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-09T09:40:31.615045+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-09T09:52:25.470211+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-09T10:03:46.669677+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-09T10:34:04.619828+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-09T10:49:09.400505+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-09T11:00:33.497407+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-09T11:23:41.215198+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-09T11:34:45.753529+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-09T11:46:41.867320+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-09T11:55:41.349847+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-09T12:31:10.058338+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-09T13:11:37.775712+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-09T13:43:13.725468+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-09T13:57:09.278783+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-09T14:15:53.236503+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-09T14:39:23.280612+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-09T15:18:28.956752+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-09T15:29:06.430267+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-09T15:42:11.231223+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-09T16:03:46.109329+00:00,7446.45,7446.45,7446.45,0.0,0.0
2025-10-09T16:07:37.417847+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-09T16:08:20.399457+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-09T16:11:26.574220+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-09T16:12:09.760571+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-09T16:12:20.426167+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-09T16:20:00.226847+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-09T16:22:07.706317+00:00,7538.59,0.0,0.0,0.0,0.0
2025-10-09T16:24:23.285716+00:00,7538.59,0.0,0.0,0.0,0.0
2025-10-09T16:25:42.240244+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-09T16:26:31.974740+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-09T16:26:49.769716+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-09T16:27:15.513389+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-09T16:30:02.733481+00:00,7538.59,0.0,0.0,0.0,0.0
2025-10-09T16:30:31.337471+00:00,7538.59,0.0,0.0,0.0,0.0
